SPS1_1,SPS2_2,SPS2_3,SPS2_4,SPS2_5,SADBNK1,SADBNK2,SADBNK3,SADBNK4,SADBNK5,SADBNK6,SADBNK7,SADBNK8,SADBNK9,SADBNK10,SADBNK11,SADBNK12,SADBNK13,SADBNK14,SADBNK15,SADBNK16,SADBNK17,SADBNK18,SADBNK19,SADBNK20,SADBNK21,SADBNK22,SADBNK23,SADBNK24,SADBNK25,SADBNK26,SOPHStot,SOCtot
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4
1,1,1,1,1,1,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,2,1,0,0,3,1,2,0,1,5,17
3,1,2,2,1,2,2,3,3,4,3,3,3,2,3,3,4,3,3,3,4,2,2,3,0,3,3,4,2,3,2,9,72
4,1,4,2,2,3,1,3,4,3,2,4,3,2,2,2,3,2,4,3,3,4,2,3,4,3,3,3,4,4,4,13,78
1,1,1,2,1,0,2,3,2,2,0,2,2,3,2,0,2,0,2,2,0,0,1,2,2,2,2,2,2,0,0,6,37
1,0,2,2,1,3,2,2,2,3,1,2,2,1,3,2,2,2,3,3,2,3,2,3,3,2,3,3,2,3,1,6,60
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,7
2,0,1,2,3,1,3,2,2,1,0,2,2,3,3,3,2,4,1,3,2,4,1,1,2,2,3,2,3,3,2,8,57
4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,19,102
0,0,0,0,0,0,2,2,0,1,0,0,0,2,0,1,0,0,0,2,0,2,0,0,1,1,1,2,2,0,1,0,20
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,104
3,4,3,3,2,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,2,15,97
1,1,1,1,1,3,0,4,4,2,0,1,3,1,2,1,0,2,1,2,2,3,0,0,2,0,4,0,0,4,1,5,42
1,0,4,4,4,1,0,2,2,1,2,2,2,0,1,1,0,1,2,2,0,2,2,4,0,0,3,3,2,2,2,13,39
0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,0,0,1,1,1,0,2,0,2,0,1,2,0,2,2,2,0,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,0,4,3,3,4,0,4,4,2,20,87
1,0,1,0,0,2,0,2,2,1,1,3,1,3,2,1,2,0,4,2,1,0,3,3,2,1,3,4,0,1,1,2,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4
1,1,1,1,1,4,4,2,4,2,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,96
3,3,4,3,3,4,4,4,4,4,4,3,4,4,2,4,4,2,4,4,3,3,4,3,3,3,4,2,3,4,4,16,91
2,0,1,0,0,2,0,2,2,2,2,1,1,2,2,2,2,0,3,2,1,2,1,3,2,0,2,3,1,1,3,3,44
2,2,2,0,1,2,1,2,4,3,2,3,2,2,3,1,4,1,3,4,3,1,2,2,2,2,4,4,4,2,3,7,66
1,4,2,1,2,2,2,2,2,2,2,1,3,2,0,2,2,1,2,2,1,3,1,0,2,2,3,2,3,1,3,10,48
4,3,1,2,1,4,3,4,3,3,4,4,2,2,4,2,3,4,4,4,2,3,2,4,3,3,4,4,3,1,2,11,81
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,1,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,3,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,2,3,3,2,3,3,3,2,3,3,3,3,3,4,3,3,3,4,3,4,3,3,3,4,3,4,2,2,2,2,12,78
3,3,1,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,1,4,4,13,97
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6
1,1,3,0,1,2,0,2,1,1,0,4,2,2,3,1,4,3,4,3,4,0,0,3,1,1,4,3,3,4,3,6,58
2,2,2,3,3,3,2,2,3,2,2,3,3,2,4,3,3,3,2,4,3,4,2,4,3,3,3,3,3,3,1,12,73
3,3,3,3,2,4,4,3,3,4,2,2,4,2,3,2,4,4,3,3,3,4,0,2,0,3,3,0,3,3,2,14,70
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1,0,0,1,1,1,0,1,1,2,0,2,1,1,1,0,2,0,1,2,1,1,0,1,1,0,2,2,2,0,2,3,27
0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,1,1,0,0,3,1,0,0,0,0,0,2,2,0,0,0,0,16
2,1,2,2,2,2,3,3,2,3,3,2,3,3,2,1,3,3,2,3,3,3,1,2,2,1,3,2,3,3,1,9,62
1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3
1,1,1,1,0,2,0,1,1,1,1,2,2,1,2,1,1,0,1,2,1,0,2,1,1,1,2,3,2,1,1,4,33
2,1,2,2,0,1,0,1,2,0,1,2,0,1,1,1,0,1,1,1,2,0,1,0,0,0,3,1,1,3,2,7,26
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
3,2,3,3,3,3,3,3,2,4,3,4,4,3,2,2,4,4,1,4,4,3,3,4,3,2,4,4,3,3,3,14,82
3,2,3,3,2,3,3,4,3,3,1,0,4,1,2,0,2,2,3,3,0,2,1,0,0,1,3,0,3,3,1,13,48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,2,1,0,0,0,1,11
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,8
2,3,3,2,4,3,4,3,2,3,2,2,4,4,2,2,4,2,1,4,3,4,1,4,4,1,1,4,4,3,0,14,71
1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,3,2,0,2,0,3,1,2,0,2,3,23
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5
2,2,2,3,2,3,0,4,2,3,3,2,2,0,2,3,1,0,4,2,2,2,0,0,2,2,4,2,1,0,1,11,47
3,1,3,2,2,3,1,4,3,3,1,3,3,3,3,3,3,1,4,4,1,4,2,4,4,3,4,3,4,1,3,11,75
2,3,2,3,3,4,3,4,4,4,4,4,3,4,4,3,3,3,4,4,1,4,4,4,4,1,4,4,4,2,4,13,91
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,2,1,1,0,0,0,1,1,0,1,0,0,0,2,2,1,0,2,1,0,0,3,3,3,0,1,2,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3
0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,17
1,1,3,0,2,0,0,0,1,1,0,1,0,1,2,0,2,0,0,2,0,2,0,1,0,2,2,2,2,0,0,7,21
2,1,2,1,1,4,2,4,2,3,3,2,4,2,4,2,1,2,3,2,2,1,2,2,2,2,3,2,2,4,2,7,64
2,1,1,1,1,2,0,1,2,3,1,3,2,3,2,2,3,2,4,2,2,3,2,2,2,2,3,3,3,2,3,6,59
2,2,0,1,1,1,0,1,1,1,1,3,1,1,3,0,3,2,1,1,1,1,0,1,0,2,2,2,3,0,3,6,35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1,2,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,2,1,2,0,3,0,0,0,3,0,0,1,3,19
2,3,2,3,1,1,1,3,2,3,0,2,3,2,0,2,3,1,3,3,0,4,4,1,3,2,3,4,4,0,0,11,54
3,2,2,2,1,3,3,4,3,2,3,3,4,3,3,2,1,3,3,3,2,3,1,3,2,1,4,3,2,2,3,10,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,1,2,2,0,2,2,2,1,2,2,2,2,2,3,1,3,3,2,3,2,3,3,1,3,1,3,1,2,8,53
1,0,0,1,0,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,1,2,39
3,1,2,1,2,2,2,2,0,3,2,3,3,2,4,1,3,1,4,4,4,4,2,2,3,2,2,4,4,4,4,9,71
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,7
2,2,2,1,1,1,1,2,2,2,1,1,1,0,2,1,0,2,2,2,2,3,2,2,3,2,3,1,3,1,1,8,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,1,1,2,0,2,2,2,1,1,1,2,2,1,3,1,1,2,3,4,1,2,3,1,3,3,3,1,1,7,48
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,6
4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,2,4,4,3,3,3,17,82
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,0,1,2,2,2,2,2,1,1,2,2,3,1,6,41
0,0,0,0,0,1,2,2,3,3,2,0,3,1,3,0,1,2,2,2,0,4,0,1,0,0,3,1,3,3,2,0,44
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,3,0,0,0,9
0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,8
1,0,1,0,1,2,0,1,1,1,0,2,1,1,2,1,1,1,0,2,2,3,1,2,1,0,2,3,0,1,1,3,32
0,0,0,0,0,2,1,1,1,1,0,0,0,1,3,0,3,1,1,1,1,0,1,3,1,1,1,3,2,0,0,0,29
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,4
1,0,0,0,0,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,2,1,38
0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,4,4,0,0,0,0,20
2,1,2,1,2,1,2,1,2,2,0,0,2,1,0,0,1,1,1,2,1,2,1,0,0,0,2,0,0,2,1,8,25
0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0,2,0,0,3,0,4,0,0,0,17
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,1,0,0,0,2,1,2,2,0,1,0,1,0,1,1,0,1,1,1,2,0,0,1,1,2,1,3,22
2,1,1,1,1,2,0,0,0,1,0,2,1,0,1,1,0,0,2,3,0,0,0,0,0,0,4,2,0,0,2,6,21
4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,104
2,1,1,1,1,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,8
1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,2,1,0,0,3,2,15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,1,6
1,0,0,0,0,1,0,1,1,0,0,2,1,1,1,0,1,1,1,2,1,1,0,2,1,3,2,1,0,0,2,1,26
3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,1,1,4,4,4,4,4,4,17,96
2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,3,2,1,1,1,2,2,1,3,1,8,38
2,2,2,2,1,3,2,2,2,3,2,1,3,3,3,2,2,1,2,2,3,2,2,2,2,2,2,2,2,3,2,9,57
4,4,4,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,78
0,0,0,0,0,2,0,2,0,1,1,2,1,0,3,0,2,2,2,3,2,2,2,0,1,1,3,4,2,0,4,0,42
1,0,2,0,0,4,0,4,3,4,3,3,4,4,4,2,1,4,4,2,3,2,0,0,3,3,4,0,4,4,2,3,71
4,1,3,4,4,4,2,4,4,4,4,4,4,3,2,2,4,3,4,4,4,4,4,4,4,3,4,4,4,4,1,16,92
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,78
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,1,1,2,2,0,1,0,2,0,1,0,1,2,1,0,2,0,1,2,0,2,0,3,2,1,0,29
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3,3,3,0,1,1,2,3,0,2,3,3,2,2,3,0,2,3,3,3,1,3,0,3,3,3,0,4,3,13,53
1,1,0,1,0,2,1,2,1,3,0,3,2,2,3,0,4,2,2,3,2,3,3,3,2,0,4,4,3,0,3,3,57
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,2,0,0,0,1,2,0,2,0,1,0,16
1,2,4,3,3,4,3,3,0,4,0,4,4,0,1,3,2,3,2,3,2,4,2,2,2,2,4,3,4,2,2,13,65
1,1,1,1,1,1,0,2,2,1,1,1,2,0,0,1,2,1,2,1,1,2,1,0,0,0,2,2,3,0,1,5,29
0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,1,1,3,0,1,0,0,0,16
1,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0,2,0,0,1,0,2,1,0,2,2,2,2,1,0,0,2,20
0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,7
2,2,3,3,3,4,3,4,4,3,4,4,3,3,3,3,3,3,3,4,3,3,2,3,4,3,3,3,3,3,3,13,84
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,5
0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,10
2,2,1,2,1,2,2,2,1,2,0,2,2,3,4,0,1,3,0,0,0,0,0,0,2,0,3,0,0,4,1,8,34
2,2,1,1,1,4,2,4,4,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,0,3,4,2,2,3,4,7,83
0,0,0,0,0,1,0,1,0,1,0,2,1,1,0,0,1,0,2,2,1,2,1,0,2,0,2,2,4,0,0,0,26
2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,3,2,2,2,2,8,55
4,3,2,3,1,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,13,100
2,1,2,1,1,2,1,3,2,3,1,2,3,2,2,2,2,2,3,3,3,3,1,2,3,1,3,2,3,4,3,7,61
3,1,2,2,2,2,2,3,2,2,2,2,3,2,3,2,3,2,2,3,2,2,3,2,3,2,2,2,3,2,3,10,61
0,0,0,0,0,3,1,2,4,3,1,1,2,3,1,2,2,0,3,0,0,3,0,0,1,0,4,3,3,2,1,0,45
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,1,0,0,2,3,9
1,1,0,0,0,1,1,2,1,2,1,2,2,2,2,0,2,1,3,2,1,2,2,2,2,2,2,1,2,1,2,2,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,2,0,2,2,2,0,0,0,2,2,2,2,0,2,2,2,2,0,2,2,0,2,2,3,2,2,3,39
2,1,1,1,1,2,1,2,2,2,2,2,2,0,2,2,2,1,2,2,2,1,1,2,0,2,4,2,2,2,2,6,46
1,0,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,2,2,1,1,1,5,35
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,7
1,1,1,0,0,1,0,2,2,0,0,1,2,0,1,0,0,2,0,2,0,0,0,0,0,1,0,2,1,3,0,3,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,3,6,41
1,0,0,0,0,2,0,1,1,1,1,0,2,0,1,0,1,1,2,0,1,1,1,0,0,0,3,0,2,1,0,1,22
3,3,3,3,3,4,2,4,3,3,2,4,3,3,2,2,2,2,3,2,3,3,3,0,1,3,4,0,2,3,2,15,65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,4,0,3,2,0,2,0,3,2,0,4,0,0,2,0,0,4,0,0,4,0,0,0,0,4,2,4,4,0,14,37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,1,0,2,2,0,2,0,0,0,1,1,0,0,2,0,2,2,2,1,2,1,2,2,0,3,3,29
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
1,0,0,0,0,3,2,3,3,3,3,3,3,4,2,3,3,3,3,3,2,3,2,2,3,3,4,3,2,3,3,1,74
2,2,2,2,1,4,4,1,3,3,2,4,4,3,2,3,3,3,1,4,1,3,3,4,2,3,4,4,4,1,2,9,75
1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,2,1,1,1,0,1,1,1,1,2,0,1,1,4,22
1,2,2,2,3,0,0,0,2,1,1,2,2,2,1,1,2,2,3,2,2,3,4,2,3,1,2,2,4,2,3,10,49
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6
0,0,0,0,0,1,1,2,2,2,2,1,2,1,1,0,1,2,2,0,1,2,1,1,0,2,1,1,0,2,2,0,33
3,2,3,2,2,3,2,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,2,2,12,76
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,5
2,0,1,1,1,2,1,2,2,2,1,3,2,2,3,2,1,1,2,3,3,2,2,1,2,1,3,2,2,2,2,5,51
2,2,2,1,1,4,1,3,3,2,2,3,3,2,3,3,4,2,4,4,1,4,4,4,3,4,4,4,4,1,2,8,78
2,0,1,0,0,2,1,1,2,2,1,0,1,0,3,0,2,0,1,3,3,0,0,0,0,0,2,4,4,2,0,3,34
1,1,0,1,1,2,1,2,2,1,0,2,1,2,0,0,1,1,1,1,0,0,1,0,2,0,4,2,1,0,0,4,27
0,0,0,0,0,2,1,1,0,1,0,0,0,2,1,1,2,1,2,2,1,0,1,0,0,0,0,0,0,3,1,0,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,2,2,4,1,4,4,2,0,0,2,1,2,2,1,1,0,0,0,0,4,0,2,2,0,0,38
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,2,0,0,1,1,0,1,1,1,0,1,3,1,1,1,0,19
1,1,1,1,2,3,0,0,1,1,0,2,0,0,1,2,1,1,2,1,0,2,1,0,1,0,0,1,0,2,2,6,24
1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,1,2,5,51
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,1,0,2,0,1,9
2,2,0,2,3,2,1,2,2,2,1,3,1,1,2,2,2,2,3,2,1,2,1,1,1,3,4,2,2,1,2,9,48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,1,1,1,0,1,0,2,1,0,0,0,1,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,2,8,28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,3,2,2,2,2,2,2,3,1,2,2,3,2,2,2,8,51
1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,1,2,1,3,2,2,3,0,1,1,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,2,2,1,2,2,2,0,1,1,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2,2,1,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,4,2,3,2,1,4,3,4,3,2,1,10,71
0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,2,2,0,1,0,1,0,1,1,1,0,4,2,0,0,20
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,2,1,2,2,2,3,3,2,3,3,3,2,3,4,3,2,2,2,2,2,3,2,3,3,3,4,3,3,3,3,9,71
2,0,1,1,1,3,1,2,2,2,2,2,3,2,2,2,2,2,3,1,2,2,2,3,2,2,3,1,2,1,2,5,53
2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,10,52
2,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,1,0,1,0,1,0,0,2,12
3,4,3,3,2,3,3,4,3,4,3,2,4,3,4,3,3,3,4,4,3,4,2,2,3,3,4,3,4,3,4,15,85
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,15,75
